Event,"Date PST","Time PST","Latitude (º)","Longitude (º)","T Chla (µg/l)","Chla > 3µm (µg/l)","Chla < 3µm (%)","Chla > 3µm (%)","Sample Temp (C)","Sea Surface Temp (C)","Station Depth (m)","Sample Depth (m)",Program,"Water Collection School","Sample Analysis School","Number of Students"
581,2013-04-02,13:00:00,33.4325,-117.699,2.39,1.35,43.6,56.4,14.8,16.67,36.576,10,LS,"Garden Academy -","Santiago -",33
583,2013-04-12,08:05:00,33.432,-117.6973333,7.52,6.61,12.08,87.92,15.2,15.56,36.576,10,WS,"Daniel Phelan School -","Woods Canyon Elementary",33
584,2013-04-16,10:10:00,33.43333333,-117.7166667,2.96,1.56,47.42,52.58,14.7,16.67,36.576,10,LS,"Woods Canyon Elementary","Chapman College",40
585,2013-04-19,15:30:00,33.4334,-117.7296167,2.08,1.1,47.03,52.97,15.5,18.33,54.864,10,AFL,"Chapman College","Valencia Park -",19
586,2013-04-22,11:00:00,33.42938333,-117.6894167,8.63,3.78,56.2,43.8,15.2,13.89,36.576,10,MMC,"Valencia Park -","Anneliesso -",
587,2013-04-24,10:45:00,33.42938333,-117.6894167,1.33,0.34,74.34,25.66,16.2,17.22,36.576,10,MMC,"Anneliesse -","Desert Shadow Middle",45
588,2013-04-26,12:50:00,33.43983333,-117.6898333,1.69,0.7,58.36,41.64,15.6,17.78,36.576,10,ALS,"Desert Shadows Middle","Washingrton Charter",22
589,2013-04-29,12:45:00,33.43933333,-117.6858333,3.46,1.34,61.14,38.86,17.3,18.33,36.576,10,LS,"Washington  Charter","Palomar College",
590,2013-04-30,14:45:00,33.44226667,-117.7155833,5.58,2,64.14,35.86,16,18.33,27.1272,10,ALS,"Palomar College","Foster College",33
591,2013-05-01,13:00:00,33.45066667,-117.7241667,2.43,1.19,50.97,49.03,17.7,18.33,54.864,10,LS,"Foster Elementary","Palomar College",
592,2013-05-03,14:45:00,33.438,-117.7181667,0.69,0.23,66.67,33.33,17.5,19.44,109.728,10,AFL,"Palomar College","Carver Middle",36
593,2013-05-06,10:25:00,33.42908333,-117.7094333,0.62,0.12,80.19,19.81,16.9,20.56,93.5736,10,SFE,"Carver Elementary","Holmes -",32
594,2013-05-07,14:00:00,33.404,-117.6695,0.52,0.12,77.27,22.73,19,20,36.576,10,AFL,"Mira Costa College","Holy Name of Mary -",12
595,2013-05-08,11:00:00,33.4136,-117.68105,1.74,0.71,59.22,40.78,17.2,18.33,10.9728,10,LS,"Holy Name of Mary -",,34
596,2013-05-13,12:50:00,33.4136,-117.6536667,0.87,0.23,73.5,26.5,16.6,20.56,39.624,10,LS,"Oak Middle","Oak Middle",30
597,2013-05-15,12:50:00,33.43333333,-117.7166667,1.67,0.46,72.22,27.78,17.2,20,36.576,10,LS,"Oak Middle","Chaparral Elementary",
598,2013-05-17,13:30:00,33.39883333,-117.656,2.78,1.13,59.36,40.64,17.2,19.61,36.576,10,LS,"Chaparral Elementary","Chapman Heights -",37
599,2013-05-20,12:45:00,33.43125,-117.6955,1.19,0.37,68.69,31.31,18.6,21.11,36.576,10,LS,"Chapman Heights -","Chapman Heights -",31
600,2013-05-22,10:30:00,33.43966667,-117.721,3.08,2.01,34.59,65.41,19.2,20,35.3568,10,LS,"Chapman Heights -","Commonwealth -",38
601,2013-05-24,10:45:00,33.43166667,-117.7016667,1.2,0.37,69.08,30.92,18.8,19.44,13.716,10,LS,"Commonwealth -","Casita Center -",36
602,2013-05-28,13:00:00,33.43283333,-117.6943333,1,0.3,70.06,29.94,19.6,22.22,34.7472,10,LS,"Casita Center Academy","Clara Barton Elementary",47
603,2013-05-31,10:30:00,33.4315,-117.696,1.31,0.56,57.05,42.95,19,20,38.1,10,PUB,"Clara Barton Elementary","Clara Barton Elementary",27
604,2013-06-04,10:40:00,33.43446667,-117.71825,0.98,0.35,64.2,35.8,20.2,21.11,36.576,10,PUB,"Clara Barton Elementary","Clara Barton Elementary",30
605,2013-06-07,10:50:00,33.43996667,-117.7100667,1.81,0.36,80.05,19.95,15.1,17.78,45.72,10,PUB,"Clara Barton Elementary","Educational Tours and Travel Elementary",32
607,2013-06-20,13:15:00,33.45416667,-117.723,1.49,0.42,71.6,28.4,19.2,20,24.384,10,CAMP,"OCMI -","OCMI -",44
608,2013-06-21,13:25:00,33.40231667,-117.6841833,1.56,0.6,61.71,38.29,19.4,21.11,39.624,10,CAMP,"OCMI -","OCMI -",29
609,2013-06-25,10:15:00,33.43183333,-117.7041833,2.63,1.18,55.16,44.84,19.6,21.11,36.576,10,CAMP,"OCMI -","OCMI -",40
610,2013-07-01,10:15:00,33.43378333,-117.7002333,3.17,0.98,68.98,31.02,19.5,21.67,39.0144,10,LS,"OCMI -","Laport School H.B Elementary",36
611,2013-07-05,10:25:00,33.43683333,-117.7078333,2.24,0.68,69.59,30.41,17.6,22.22,39.0144,10,PUB,"Laport School Elementary","Irvine Public Elementary/Middle",23
612,2013-07-08,10:35:00,33.43421667,-117.70115,1.75,0.49,72.11,27.89,19.6,22.22,38.1,10,LS,"Irvine School System -","OCMI -",39
613,2013-07-11,14:00:00,33.39641667,-117.6838,0.52,0.13,75.56,24.44,22,23.33,91.44,10,CAMP,"OCMI -","OCMI -",34
614,2013-07-16,11:10:00,33.44666667,-117.7260833,2.35,0.92,60.93,39.07,21.1,23.33,91.44,10,CAMP,"OI -","OI -",35
616,2013-07-25,11:25:00,33.44133333,-117.7261667,1.51,0.43,71.65,28.35,20,20.56,457.2,10,CAMP,"OI -","OI -",36
617,2013-07-30,11:00:00,33.38905,-117.6666667,5.97,2.02,66.15,33.85,16,21.11,73.152,10,CAMP,"OI -","OI -",38
618,2013-08-01,13:20:00,33.37066667,-117.6556,9.08,3.37,62.93,37.07,19.5,20.56,91.44,10,CAMP,"OCMI -","OCMI -",33
619,2013-08-06,12:50:00,33.44818333,-117.7323167,1.37,0.79,42.19,57.81,,17.78,,10,CAMP,"OCMI -","OCMI -",39
620,2013-08-08,11:45:00,33.44818333,-117.7323167,2.03,1.32,35.19,64.81,19.4,18.89,,10,CAMP,"OCMI -","OCMI -",32
621,2013-08-13,11:00:00,33.41183333,-117.732,3.19,0.76,76.13,23.87,18,20.56,54.864,10,CAMP,"OCMI -","OCMI -",39
622,2013-08-20,10:05:00,33.4176,-117.6749,3.1,0.86,72.06,27.94,15,22.22,56.388,10,CAMP," Other"," Other",40
623,2013-08-22,14:14:00,33.44266667,-117.7119667,3.53,1.05,70.16,29.84,18,17.78,31.0896,10,CAMP,"OI Other","OI Other",33
624,2013-08-27,10:30:00,33.4451,-117.7204,3.07,0.78,74.76,25.24,18,19.44,33.528,10,CAMP,"OI Other","OI Other",40
625,2013-08-29,14:25:00,33.4665,-117.7417667,1.56,0.4,74.54,25.46,20,21.11,54.864,10,CAMP,"OI Other","OI Other",35
626,2013-09-04,10:50:00,33.43306667,-117.7018333,0.73,0.12,83.73,16.27,20,22.22,36.576,10,MMC,"Hanson Elementary","Jose Sepulveda Elementary",30
627,2013-09-10,10:50:00,33.44581667,-117.7016,0.96,0.27,72.07,27.93,20,20,39.624,10,LS,"Jose Sepulevda Elementary","Jasper Elementary",30
628,2013-09-12,10:45:00,33.43896667,-117.7079167,1.43,0.25,82.46,17.54,20,18.89,36.576,10,MMC,"Jasper Elementary","Lake View Elementary",37
630,2013-09-19,10:30:00,33.424,-117.6931667,2.05,0.56,72.54,27.46,20,20,36.576,10,WS,"Pegasus Elementary","Castille Elementary",29
631,2013-09-20,13:00:00,33.43183333,-117.6936667,3.43,0.8,76.6,23.4,18,20,36.576,10,WS,"Castille Elementary","Portola Hills  Elementary",25
632,2013-09-23,10:30:00,33.43303333,-117.6944333,3.46,0.74,78.6,21.4,16,20.56,36.576,10,WS,"Portola Hills Elementary","Hoover Elementary",23
633,2013-09-25,12:50:00,33.42966667,-117.686,1.2,0.43,64.42,35.58,15,22.22,33.528,10,MMC,"Hoover Elementary","Cemellan Elementary",32
634,2013-09-27,09:00:00,33.45066667,-117.7263333,1.54,1.02,33.65,66.35,18,21.11,36.576,10,AFL,"Camella  Elementary","Newland Elementary",28
635,2013-09-30,13:00:00,33.435,-117.6986667,1.61,1.23,23.56,76.44,18,21.67,36.576,10,WS,"Newland Elementary","Jefferson Elementary",28
636,2013-10-02,13:10:00,33.43566667,-117.6998333,1.98,1.52,23.62,76.38,24,22.22,35.052,10,WS,"Jefferson Elementary","Cross Roads Elementary",18
637,2013-10-04,11:00:00,33.40231667,-117.6841833,1.57,1.19,24.17,75.83,18,21.11,35.052,10,MMC,"Jefferson Elementary","Harbor Day Elementary",52
638,2013-10-07,10:30:00,33.43383333,-117.6996667,3.32,1.51,54.54,45.46,18,20.56,36.576,10,WS,"Harbor Day Elementary","LA Elementary",21
639,2013-10-15,11:00:00,33.43383333,-117.71345,2.74,0.63,76.85,23.15,18.8,20,35.6616,10,LS,"Sepu.veda Elementary","Crestview Prep Elementary",29
640,2013-10-23,10:30:00,33.439,-117.7086667,0.76,0.12,83.59,16.41,17.8,18.33,38.7096,10,AFL,"Crenshaw Prep Elementary","Levi Dicky Elementary",30
641,2013-10-25,10:55:00,33.45016667,-117.6875,2.69,1.09,59.57,40.43,16.2,19.44,36.576,10,LS,"Levi Dicky Elementary","Stockdale Elementary",31
642,2013-11-04,10:20:00,33.45055,-117.7277667,0.94,0.21,77.16,22.84,18.6,18.89,36.576,10,LS,"Stockdale Elementary","Katella High School",32
643,2013-11-06,10:26:00,33.42876667,-117.7052833,0.39,0.04,88.97,11.03,19,18.33,134.7216,10,ECC,"Katella High School","Katella High School",20
644,2013-11-09,10:15:00,33.42466667,-117.7066667,0.45,0.05,87.82,12.18,19.6,18.89,126.492,10,ECC,"Katella High School","Katella High School",36
645,2013-11-12,10:15:00,33.4335,-117.6986667,1.09,0.12,89.15,10.85,18.2,17.78,129.54,10,ECC,"Loara  High School","Loara High School",33
646,2013-11-20,10:15:00,33.43183333,-117.7181667,1.1,0.18,83.68,16.32,18.3,18.33,146.304,10,ECC,"Loara High School","Viewpoint Middle",32
647,2013-11-25,10:30:00,33.437,-117.73,2.93,0.85,70.85,29.15,17.5,17.5,45.72,10,LS,"Viewpoint Middle","John F. Kennedy High School",30
648,2013-12-02,13:00:00,33.42991667,-117.709,0.56,0.08,85.57,14.43,18,17.78,146.304,10,ECC,"John F. Kennedy High School","La Canada Elementary",21
649,2013-12-04,09:35:00,33.43533333,-117.704,2.1,0.92,56.2,43.8,18,16.78,41.148,10,ALS,"La Canada Elementary","La Canada Elementary",30
650,2013-12-06,10:30:00,33.43933333,-117.7395,3.26,1.98,39.25,60.75,16.5,14.39,40.5384,10,ALS,"La Canada  Elementary","Monroe Elementary",27
651,2013-12-10,11:00:00,33.43933333,-117.7083333,2.28,1.22,46.77,53.23,17,16.11,35.052,10,LS,"Monroe Elementary","Monroe  Elementary",25
652,2013-12-12,10:45:00,33.44316667,-117.7096667,3.63,2.39,34.21,65.79,16.4,16.67,32.9184,10,LS,"Martin Elementary","Martin Elementary",35
653,2013-12-16,10:40:00,33.42,-117.7008333,4.91,3.33,32.16,67.84,16,16.22,91.44,10,LS,"Martin Elementary","Monroe Elementary",34
654,2013-12-20,10:45:00,33.426,-117.691,1.05,0.36,65.19,34.81,16,16.11,38.7096,10,LS,"Monroe Elementary","Country Springs Elementary",42
655,2014-01-07,10:41:00,33.43766667,-117.6946667,1.71,0.19,88.68,11.32,16.6,16.78,45.72,10,WS,"Wagon Wheel Elementary","Wagon Wheel Elementary",41
656,2014-01-10,12:45:00,33.43416667,-117.699,1.97,0.23,88.27,11.73,16.4,16.28,36.576,10,WS,"Wagon Wheel Elementary","Holder  Elementary",33
657,2014-01-13,10:20:00,33.42483333,-117.6911667,1.14,0.18,84.26,15.74,16.8,17.28,49.6824,10,MMC,"Holder Elementary","Kennedy  Elementary",31
658,2014-01-15,09:30:00,33.43933333,-117.7076667,0.82,0.11,86.97,13.03,18.2,16.78,56.0832,10,MMC,"Kennedy Elementary","Cerritos Elementary",42
659,2014-01-17,13:15:00,33.464,-117.7385,0.68,0.03,95.3,4.7,19.8,18,34.1376,10,MMC,"Cerritos Elementary","Pio Pico Elementary",28
660,2014-01-21,10:15:00,33.44133333,-117.7128333,0.61,0.07,88.1,11.9,17.1,17.22,36.576,10,MMC,"Pio Pico Elementary","westpark  Elementary",38
661,2014-01-22,10:50:00,33.43766667,-117.7028333,0.68,0.11,83.47,16.53,17.5,17.22,36.576,10,WS,"Westpark  Elementary","Yucca Valley High School",42
662,2014-01-24,10:05:00,33.43991667,-117.7091667,0.57,0.07,86.99,13.01,17.2,16.89,60.96,10,MMC,"Yucca Valley High School","Holder  Elementary",30
663,2014-01-27,13:00:00,33.42283333,-117.6805,0.48,0.08,82.53,17.47,17.4,17.78,36.576,10,LS,"Holder  Elementary","Yucca Valley High School",19
664,2014-01-29,10:20:00,33.43933333,-117.7076667,0.6,0.07,88.94,11.06,16.8,17.22,30.48,10,MMC,"Yucca Valley  High School","Cerritos Elementary",42
665,2014-01-31,10:30:00,33.443,-117.7151667,0.89,0.1,89.29,10.71,17,16.67,35.052,10,LS,"Cerritos Elementary","South Oceanside Elementary",40
666,2014-02-03,10:40:00,33.40913333,-117.6808833,0.62,0.1,83.18,16.82,17.6,17.89,43.8912,10,LS,"South Oceanside Elementary","Twila Reid Elementary",34
667,2014-02-05,10:30:00,33.43833333,-117.7086667,0.78,0.21,73.7,26.3,16.8,16.67,36.576,10,MMC,"twila reid Elementary","Seqoiua Elementary",40
668,2014-02-10,13:00:00,33.45266667,-117.6906667,7.17,3.4,52.54,47.46,17.9,18.39,39.624,10,MMC,"Sequoyoh -","Holy Family School -",24
669,2014-02-12,13:00:00,33.43983333,-117.71,1.85,1.26,31.82,68.18,17.7,17.22,0,10,LS,"Holy Family School -","Twila Reid -",56
670,2014-02-14,11:00:00,33.42875,-117.6945167,8.83,5.28,40.21,59.79,15.8,16.28,39.624,10,LS,"Twila Reid -","Camino Real Elementary",26
671,2014-02-17,01:30:00,33.4395,-117.7095,11.07,6.06,45.3,54.7,15.8,16.11,36.576,10,LS,"Canuno Real Elementary","Vista Del Mar Elementary",30
672,2014-02-21,12:30:00,33.4335,-117.6986667,1.68,0.76,54.81,45.19,16.7,20.22,35.9664,10,LS,"Vista del Mar Elementary","Wagon Wheel -",52
673,2014-02-24,12:35:00,33.44833333,-117.6905,2.26,0.57,74.74,25.26,16.6,18.61,32.3088,10,WS,"Wagon Wheel -","Lyndon B Johnson Elementary",30
674,2014-02-26,10:10:00,33.43966667,-117.711,0.95,0.2,79.09,20.91,16.5,16.11,37.4904,10,MMC,"Lyndon B Johnson Elementary","San Marcos Middle",44
675,2014-03-03,10:00:00,33.4295,-117.7086667,1.09,0.26,76.19,23.81,16.5,16.67,146.304,10,ECC,"San Marcos High School","Val Verde/Foster -",34
676,2014-03-05,15:00:00,33.43733333,-117.7088333,1.49,0.33,77.91,22.09,16.5,17.22,87.4776,10,AFL,"Val Verde/Foster Middle","Loma Linda Academy",49
677,2014-03-07,08:00:00,33.43416667,-117.7015,2.15,0.44,79.57,20.43,17,17.22,36.576,10,WS,"Loma Linda Academy","Tarbut V' Torah Private",28
678,2014-03-11,10:40:00,33.44373333,-117.7371,8,2.72,65.96,34.04,17.7,17.22,27.432,10,MMC,"Tarbut V' Torah Private","Santa Fe Elementary",33
679,2014-03-14,13:00:00,33.433,-117.697,3.24,0.57,82.31,17.69,17.6,18.28,36.576,10,LS,"Santa Fe Elementary","San Onofre Elementary",43
680,2014-03-19,10:35:00,33.42851667,-117.6938833,1.42,0.31,78.25,21.75,17.4,18.5,36.576,10,PUB,"San Onofre Elementary","Columbia Elementary",33
681,2014-03-20,10:40:00,33.43896667,-117.7096,2.21,0.58,73.69,26.31,17.3,17.5,40.2336,10,PUB,"Columbia Elementary"," -",28
682,2014-03-28,13:20:00,33.43898333,-117.70895,2.97,0.76,74.37,25.63,15.4,16.11,36.576,10,-,"Columbia -","Menlo Ave Elementary",33
683,2014-04-02,10:45:00,33.442,-117.7141667,4.17,2.4,42.5,57.5,13.8,15,33.528,10,PUB,"Menlo Ave Elementary","Maranatha Christian -",46
684,2014-04-03,13:00:00,33.41711667,-117.67045,7.15,5.04,29.55,70.45,13.1,14.61,42.9768,10,LS,"Maranatha Christain -","Norco High School",47
685,2014-04-07,10:05:00,33.42483333,-117.6881667,5.52,3.42,38,62,15.5,16.11,41.148,10,MMC,"Norco High School","Heritage Christian -",37
686,2014-04-09,13:00:00,33.43116667,-117.691,2.69,1.89,29.68,70.32,14.8,15.56,36.576,10,AFL,"Heritage Christian -","96th St. School -",23
687,2014-04-11,10:35:00,33.43966667,-117.6895,3.08,2.31,24.88,75.12,14.5,15.89,36.576,10,WS,"96th St. School -","Hotly Ave Elementary",33
688,2014-04-17,11:00:00,33.42083333,-117.679,5.36,2.69,49.78,50.22,13.7,15.56,36.576,10,LS,"Holty Ave Elementary","Barfield Elementary",32
689,2014-04-18,12:45:00,33.43271667,-117.7002333,9.44,1.81,80.79,19.21,16.3,16.39,0,10,MMC,"Barfield -","Alcott Elementary",28
690,2014-04-21,01:20:00,33.42566667,-117.6896667,4.13,1.44,65.19,34.81,18.3,17.78,36.576,10,MMC,"Alcott Elementary","Fruitvale -",33
691,2014-04-23,13:00:00,33.445,-117.726,1.09,0.29,73.82,26.18,17.5,17.78,29.2608,10,LS,"Fruitvale -","Annellese -",35
692,2014-04-25,13:00:00,33.433,-117.7433333,0.46,0.09,80.99,19.01,17.4,17.28,36.576,10,MMC,"Deserts Shaddows Middle","Las Palmas Elementary",32
693,2014-04-28,10:30:00,33.435,-117.7033333,4.16,0.92,77.86,22.14,15.1,17.22,36.576,10,MMC,"Las Palmas Elementary","Guin Foss Elementary",45
694,2014-04-30,11:00:00,33.458,-117.73375,2.44,0.26,89.47,10.53,17.7,16.5,36.576,10,LS,"Guin Foss Elementary","Las Palmas Elementary",
695,2014-05-01,10:20:00,33.45445,-117.7308333,1.48,0.19,87.39,12.61,17.9,18.28,34.7472,10,MMC,"Las Palmas Elementary","Muscoy Elementary",45
696,2014-05-05,10:45:00,33.4405,-117.708,1.36,0.19,86.26,13.74,16,17.22,27.432,10,LS,"Muscoy Elementary","Holy Name of Mary Private",25
697,2014-05-08,10:40:00,33.4605,-117.7358333,0.62,0.16,74.74,25.26,17.3,17.5,33.528,10,LS,"Holy Name of Mary Private","Oak Middle",37
698,2014-05-12,13:00:00,33.43333333,-117.6893333,0.66,0.18,72.06,27.94,17.3,19.78,33.528,10,LS,"Oak Middle","St. Edwards Parish Private",38
699,2014-05-14,10:35:00,33.44366667,-117.7175,3.59,0.9,74.91,25.09,16.4,19.17,36.576,10,PUB,"St Edward Parish Private","Jefferson Elementary",35
700,2014-05-16,10:30:00,33.4255,-117.682,3.19,0.76,76.21,23.79,17.9,19.11,36.576,10,MMC,"Jefferson Elementary","Jefferson Elementary",28
702,2014-05-23,10:30:00,33.47016667,-117.7351667,1.66,0.48,71.12,28.88,18.7,20.28,53.34,10,LS,"Commonwealth Elementary","Casita Center Other",34
703,2014-05-27,10:30:00,33.425,-117.6751667,1.11,0.51,53.76,46.24,19.9,20.5,29.2608,10,LS,"Casita Center Other","Edison Elementary",52
704,2014-06-03,10:15:00,33.425,-117.691,1.69,0.43,74.43,25.57,17,20.61,39.624,10,LS,"Edison Elementary","Edison Elementary",40
705,2014-06-05,10:50:00,33.45033333,-117.6931667,2.38,0.66,72.23,27.77,16.3,19.44,38.4048,10,LS,"Edison Elementary","San Juan Elementary",39
706,2014-06-09,10:30:00,33.433,-117.6961667,3.94,1.54,60.95,39.05,20,20,36.576,10,LS,"San Juan  Elementary"," -",43
707,2014-06-11,10:30:00,33.435,-117.6986667,1.51,0.77,49.36,50.64,18.9,19.89,36.576,10,LS,"San Juan  Elementary","Home School Other",44
708,2014-06-16,12:10:00,33.48633333,-117.7476667,0.84,0.45,46.76,53.24,19.8,20.78,36.576,10,MMC,"Home School Other","Vista Del Mar Elementary",21
709,2014-06-18,12:15:00,33.44715,-117.7136,2.38,1.19,50,50,19.2,20.22,36.576,10,ALS,"Vista Del Mar Elementary","OI Other",43
710,2014-07-01,13:30:00,33.45166667,-117.71,1.99,0.45,77.58,22.42,21,21.67,18.288,10,CAMP,"OI Other","OI Other",40
711,2014-07-03,11:40:00,33.42833333,-117.6903333,1.27,0.35,72.59,27.41,17.8,21.11,33.528,10,CAMP,"OI Other","Irvine Public -",36
712,2014-07-07,11:55:00,33.44375,-117.7166833,1.23,0.41,66.75,33.25,18.7,22.22,36.576,10,MMC,"Irvine Public -","OI Other",21
713,2014-07-09,13:30:00,33.449,-117.698,2.84,1.03,63.83,36.17,22.8,22.22,36.576,10,CAMP,"OI Other","OI Other",
714,2014-07-10,11:30:00,33.45066667,-117.79,0.53,0.25,53.61,46.39,22.2,23.33,304.8,10,CAMP,"OI Other","OI Other",
715,2014-07-15,10:00:00,33.45716667,-117.7472333,3.28,0.54,83.63,16.37,18.1,21.39,29.2608,10,CAMP,"OI Other","OI Other",39
716,2014-07-17,11:00:00,33.43733333,-117.7078333,0.82,0.18,77.56,22.44,17.7,21.67,36.576,10,CAMP,"OI Other","Irvine Public -",42
717,2014-07-21,11:00:00,33.43566667,-117.703,1.63,0.41,74.8,25.2,16,21.22,36.576,10,MMC,"Irvine Public -","OI Other",20
718,2014-07-24,11:05:00,33.44066667,-117.72,0.53,0.2,62.8,37.2,,,91.44,10,CAMP,"OI Other","OI Other",40
719,2014-07-29,12:35:00,33.43333333,-117.695,1.33,0.32,75.85,24.15,20.4,21.22,182.88,10,CAMP,"OI Other","OI Other",41
720,2014-07-31,11:40:00,33.37466667,-117.6853333,0.55,0.14,75,25,20.6,23.22,36.576,10,CAMP,"OI Other","OI Other",39
721,2014-08-05,14:00:00,33.45066667,-117.7288333,0.68,0.11,83.33,16.67,21.6,,36.576,10,CAMP,"OI Other","OI Other",38
722,2014-08-07,14:00:00,33.46416667,-117.7658333,1.95,0.15,92.08,7.92,18.2,23.33,36.576,10,CAMP,"OI Other","OI Other",35
723,2014-08-12,11:10:00,33.435,-117.6986667,0.6,0.19,67.74,32.26,22.6,21.78,36.576,10,CAMP,"OI Other","Grand Opportunities Other",40
724,2014-08-13,13:30:00,33.43308333,-117.6938,1.62,0.3,81.35,18.65,20.2,21.78,36.576,10,MMC,"Grand Opportunities Other","OI Other",45
725,2014-08-15,10:30:00,33.409,-117.723,0.55,0.2,64.12,35.88,21.1,21.78,45.72,10,CAMP,"OI Other","OI Other",40
726,2014-08-19,11:05:00,33.42316667,-117.7355,0.68,0.31,54.76,45.24,21.8,21.78,36.576,10,CAMP,"OI Other","OI Other",40
727,2014-08-21,14:15:00,33.435,-117.6986667,1.34,0.95,29.09,70.91,27.2,21.67,274.32,10,CAMP,"OI Other","OI Other",37
728,2014-08-26,10:05:00,33.4315,-117.6953,0.86,0.26,70.15,29.85,21.7,20.72,18.288,10,CAMP,"OI Other","OI Other",38
729,2014-08-28,13:45:00,33.47266667,-117,0.7,0.32,54.13,45.87,22.5,22.78,329.184,10,CAMP,"OI Other","Granite Hill Elementary",32
730,2014-09-02,13:15:00,33.43783333,-117.7011667,0.35,0.08,76.36,23.64,24,23.89,36.576,10,WS,"Granite Hill Elementary","Hansen -",34
731,2014-09-04,10:56:00,33.43278333,-117.6983333,0.48,0.11,78,22,23.8,,37.7952,10,LS,"Hansen -","Levi Dickey Elementary",28
733,2014-09-10,11:00:00,33.47533333,-117.7471667,1.58,0.49,68.78,31.22,22.3,23.33,36.576,10,MMC,"Jose Sepulueda -","Raymond Elementary",22
734,2014-09-15,13:05:00,33.43466667,-117.7016667,0.66,0.12,82.04,17.96,21.3,22.78,34.7472,10,WS,"Raymond Elementary","Phavad Elementary",36
735,2014-09-17,10:30:00,33.43483333,-117.7005,1.29,0.27,79,21,20.1,22.22,33.528,10,WS,"Plaven Elementary","Mc Pherson -",30
736,2014-09-22,10:25:00,33.43833333,-117.69,0.74,0.12,84.35,15.65,22.2,23.28,36.576,10,WS,"Mc Pherson -","Rockdate Elementary",35
737,2014-09-24,13:00:00,33.43516667,-117.7006667,0.88,0.15,82.85,17.15,21,21.5,36.576,10,WS,"Rockdale Elementary","Carnation  Elementary",27
738,2014-09-26,10:10:00,33.43783333,-117.708,1.52,0.21,86.02,13.98,18.2,21.11,36.576,10,LS,"Carnation  Elementary","Harbor Day School -",40
739,2014-09-29,10:20:00,33.4735,-117.7413333,0.92,0.15,83.16,16.84,22.1,22.22,36.576,10,WS,"Harbor Day School -","Portola Hills -",20
740,2014-10-01,10:25:00,33.445,-117.6931667,1.08,0.22,79.46,20.54,19.9,20.39,36.576,10,WS,"Portola Hills -","Crossroads Elementary",36
741,2014-10-03,11:05:00,33.40783333,-117.6921667,0.82,0.19,77.34,22.66,20.3,21.28,84.1248,10,LS,"Crossroads Elementary","Canyon Vista Elementary",51
742,2014-10-06,12:42:00,33.445,-117.6918333,2.05,0.38,81.5,18.5,21.9,23,41.4528,10,WS,"Canyon Vista Elementary","Los Palmas Elementary",34
744,2014-10-10,12:43:00,33.43533333,-117.704,1.15,0.39,66.48,33.52,21.1,21.61,38.1,10,LS,"Jose A Sepulueda -","Hermosa Elementary",23
745,2014-10-15,15:30:00,33.48,-117.7653333,0.19,0.07,63.43,36.57,22,22.78,42.672,10,LS,"Hermosa Elementary"," -",33
746,2014-12-01,11:50:00,33.435,-117.6986667,0.27,0.06,76.43,23.57,19.2,18.89,36.576,10,MMC,"Holder Elementary"," -",32
747,2015-01-13,10:05:00,33.435,-117.6986667,0.19,0.03,83.26,16.74,17.9,18.11,45.72,10,MMC,"Kennedy Elementary","Kennedy Elementary",38
748,2015-01-14,10:30:00,33.41733333,-117.6776667,0.23,0.03,87.61,12.39,17,17.22,36.576,10,MMC,"Kennedy Elementary","Kennedy Elementary",39
749,2015-01-16,10:40:00,33.40883333,-117.6703333,0.24,0.04,83.32,16.68,17.4,17.22,36.576,10,MMC,"Kennedy Elementary","Wagon Wheel  Elementary",38
750,2015-01-20,08:35:00,33.435,-117.6986667,0.85,0.15,82.6,17.4,16.8,16.5,36.576,10,WS,"Wagon Wheel Elementary","Serrano Elementary",25
752,2015-01-27,10:20:00,33.42633333,-117.725,0.54,0.09,83.12,16.88,19.1,19.22,36.576,10,MMC,"Cerritos Elementary","Cerritos Elementary",30
753,2015-01-29,10:20:00,33.43166667,-117.7206667,0.72,0.12,83.59,16.41,17,17.33,36.576,10,SFE,"Cerritos Elementary","Cerritos Elementary",19
754,2015-01-30,10:40:00,33.42466667,-117.7218333,0.89,0.12,87.05,12.95,17.1,16.89,36.576,10,LS,"Cerritos Elementary","Taylor Reed Elementary",29
755,2015-02-03,10:40:00,33.45013333,-117.7276167,0.83,0.12,85.85,14.15,17.1,17.22,36.576,10,MMC,"Twila Reid Elementary","Flowing Wells Elementary",23
756,2015-02-05,13:45:00,33.43033333,-117.7041667,0.95,0.14,85.63,14.37,17.2,17.22,35.9664,10,MMC,"Flowing Wells Elementary","Machado Elementary",42
757,2015-02-09,10:30:00,33.43241667,-117.6953167,1.41,0.22,84.43,15.57,18.3,20.5,36.576,10,LS,"Machado Elementary","Holy family Elementary",33
758,2015-02-11,13:30:00,33.4335,-117.7035,1.32,0.34,74.08,25.92,16.8,17.89,45.72,10,MMC,"Holy family Elementary","Lincoln Elementary",27
759,2015-02-17,13:00:00,33.43316667,-117.6958333,0.74,0.23,68.83,31.17,17.4,17.89,36.576,10,WS,"Lincoln  Elementary","Barfield Elementary",32
760,2015-02-19,13:00:00,33.456,-117.7273333,0.68,0.21,68.9,31.1,17.4,17.61,36.576,10,LS,"Barfeild Elementary","Turtle Rock Elementary",31
